IP,NETNAME,ORGANIZATION,COUNTRY,DNS RESOLVE
157.55.52.0-157.55.52.255 (157.55.52.206),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.207),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.208),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.209),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.210),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.211),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.212),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.213),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.214),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.215),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.216),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.217),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.218),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.219),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.220),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.221),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.222),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.223),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.224),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.225),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.226),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.227),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.228),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.229),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.230),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.231),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.232),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.233),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.234),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.235),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.236),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.237),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.238),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.239),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.240),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.241),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.242),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.243),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.244),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.245),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.246),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.247),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.248),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.249),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.250),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.251),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.252),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.253),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.52.0-157.55.52.255 (157.55.52.254),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.1),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.2),MSFT-GFS,Microsoft Corporation (MSFT),US,ae1-778.ch1-96gmr-mms-1a.ntwk.msn.net
157.55.56.0-157.55.56.255 (157.55.56.3),MSFT-GFS,Microsoft Corporation (MSFT),US,ae1-778.ch1-96gmr-mms-1b.ntwk.msn.net
157.55.56.0-157.55.56.255 (157.55.56.4),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.5),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.6),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.7),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.8),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.9),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.10),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.11),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.12),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.13),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.14),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.15),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.16),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.17),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.18),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.19),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.20),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.21),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.22),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.23),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.24),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.25),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.26),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.27),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.28),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.29),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.30),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.31),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.32),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.33),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.34),MSFT-GFS,Microsoft Corporation (MSFT),US,port-channel1002-379.ch1-x7x-1a.ntwk.msn.net
157.55.56.0-157.55.56.255 (157.55.56.35),MSFT-GFS,Microsoft Corporation (MSFT),US,port-channel1002-379.ch1-x7x-1b.ntwk.msn.net
157.55.56.0-157.55.56.255 (157.55.56.36),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.37),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.38),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.39),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.40),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.41),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.42),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.43),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.44),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.45),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.46),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.47),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.48),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.49),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.50),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.51),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.52),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.53),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.54),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.55),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.56),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.57),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.58),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.59),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.60),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.61),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.62),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.63),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.64),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.65),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.66),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.67),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.68),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.69),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.70),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.71),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.72),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.73),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.74),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.75),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.76),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.77),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.78),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.79),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.80),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.81),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.82),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.83),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.84),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.85),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.86),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.87),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.88),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.89),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.90),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.91),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.92),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.93),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.94),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.95),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.96),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.97),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.98),MSFT-GFS,Microsoft Corporation (MSFT),US,port-channel1003-747.ch1-x7x-1a.ntwk.msn.net
157.55.56.0-157.55.56.255 (157.55.56.99),MSFT-GFS,Microsoft Corporation (MSFT),US,port-channel1003-747.ch1-x7x-1b.ntwk.msn.net
157.55.56.0-157.55.56.255 (157.55.56.100),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.101),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.102),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.103),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.104),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.105),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.106),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.107),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.108),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.109),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.110),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.111),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.112),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.113),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.114),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.115),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.116),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.117),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.118),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.119),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.120),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.121),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.122),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.123),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.124),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.125),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.126),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.127),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.128),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.129),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.130),MSFT-GFS,Microsoft Corporation (MSFT),US,port-channel1002-378.ch1-x7x-1a.ntwk.msn.net
157.55.56.0-157.55.56.255 (157.55.56.131),MSFT-GFS,Microsoft Corporation (MSFT),US,port-channel1002-378.ch1-x7x-1b.ntwk.msn.net
157.55.56.0-157.55.56.255 (157.55.56.132),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.133),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.134),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.135),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.136),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.137),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.138),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.139),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.140),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.141),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.142),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.143),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.144),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.145),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.146),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.147),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.148),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.149),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.150),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.151),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.152),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.153),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.154),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.155),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.156),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.157),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.158),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.159),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.160),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.161),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.162),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.163),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.164),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.165),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.166),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.167),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.168),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.169),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.170),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.171),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.172),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.173),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.174),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.175),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.176),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.177),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.178),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.179),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.180),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.181),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.182),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.183),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.184),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.185),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.186),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.187),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.188),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.189),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.190),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.191),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.192),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.193),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.194),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.195),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.196),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.197),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.198),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.199),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.200),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.201),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.202),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.203),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.204),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.205),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.206),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.207),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.208),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.209),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.210),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.211),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.212),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.213),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.214),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.215),MSFT-GFS,Microsoft Corporation (MSFT),US,
